fecha_utc,fecha_bolivia,mercado,fiat,lado,mejor_precio_bruto,mejor_precio_limpio,promedio_top5_limpio,mediana_top10,descartados,precios_descartados,cantidad_anuncios,liquidez_total_usdt,mejor_min_orden,mejor_max_orden,mejor_comerciante,mejor_tipo,mejor_ordenes_mes,mejor_tasa_completado,metodos_pago_vistos,promocionados,precio_promocionado
2026-08-02 09:02:00,2026-08-02 05:02:00,BOB-todos,BOB,venta,11.65,11.65,11.63,11.62,0,,20,339466.38,10000,18300,P2P-cf295dhj,user,19,0.905,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,0,
2026-08-02 12:45:26,2026-08-02 08:45:26,USD-Zinli,USD,compra,1.031,1.031,1.032,1.033,0,,20,44694.21,150,1500,Cycinvesment,user,72,0.973,MercantilBankPanama|Mony|WallyTech|Zinli,0,
2026-08-02 12:45:26,2026-08-02 08:45:26,USD-Zinli,USD,venta,1.022,1.022,1.0204,1.02,0,,20,8343.24,500,502,Musce_Llc,user,50,0.981,ACHXpressPanama|MercantilBankPanama|Zinli,0,
2026-08-02 12:45:26,2026-08-02 08:45:26,BOB-todos,BOB,compra,11.73,11.73,11.734,11.74,0,,20,162193.68,1500,200000,GUERRERO_07,merchant,3567,0.998,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,0,
2026-08-02 12:45:26,2026-08-02 08:45:26,BOB-todos,BOB,venta,11.68,11.68,11.674,11.665,0,,20,330636.61,3000,40000,SuperCoinMVP,user,44,0.978,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,0,
2026-08-02 16:39:01,2026-08-02 12:39:01,USD-Zinli,USD,compra,1.03,1.03,1.03,1.0305,0,,20,48773.54,150,1500,Cycinvesment,user,74,0.974,ACHXpressPanama|BACCredomatic|BanisiPanama|BanistmoPanama|MercantilBankPanama|PuntoPagoPanama|Towerbank|WallyTech|Zinli,1,1.09
2026-08-02 16:39:01,2026-08-02 12:39:01,USD-Zinli,USD,venta,1.022,1.022,1.0208,1.019,0,,20,8157.93,100,539,ngzkCripto,user,16,1.0,Zinli,1,0.96
2026-08-02 16:39:01,2026-08-02 12:39:01,BOB-todos,BOB,compra,11.7,11.7,11.714,11.72,0,,20,64466.22,300,16000,tamara7869,user,498,0.987,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|CIHBankNew|SoliPagos,1,11.99
2026-08-02 16:39:01,2026-08-02 12:39:01,BOB-todos,BOB,venta,11.69,11.69,11.682,11.68,0,,20,613941.33,5000,207000,BOLIVIA_USDT_SEGURO,merchant,8264,0.999,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.28
2026-08-02 20:36:07,2026-08-02 16:36:07,USD-Zinli,USD,compra,1.028,1.028,1.0282,1.029,0,,20,82944.0,60,700,FranV7,user,414,0.998,ACHXpressPanama|Towerbank|WallyTech|Zinli,1,1.099
2026-08-02 20:36:07,2026-08-02 16:36:07,USD-Zinli,USD,venta,1.05,1.022,1.0212,1.021,1,1.05,20,5805.53,25,208,VMExchange,user,247,0.988,Zinli,1,0.952
2026-08-02 20:36:07,2026-08-02 16:36:07,BOB-todos,BOB,compra,11.69,11.69,11.698,11.7,0,,20,31320.77,55,1452,cripto-kaysa1,user,302,0.981,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.99
2026-08-02 20:36:07,2026-08-02 16:36:07,BOB-todos,BOB,venta,11.66,11.66,11.66,11.655,0,,20,520152.42,3000,207000,BOLIVIA_USDT_SEGURO,merchant,8431,0.999,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,1,11.27
2026-08-02 23:45:34,2026-08-02 19:45:34,USD-Zinli,USD,compra,1.03,1.03,1.0304,1.031,0,,20,49714.93,10,100,silvawx2003,user,122,0.969,WallyTech|Zinli,0,
2026-08-02 23:45:34,2026-08-02 19:45:34,USD-Zinli,USD,venta,1.048,1.021,1.021,1.021,1,1.048,20,13835.05,148,149,JJ_71,user,7,0.637,Zinli,1,0.946
2026-08-02 23:45:34,2026-08-02 19:45:34,BOB-todos,BOB,compra,11.72,11.72,11.732,11.765,0,,20,100770.43,1170,1175,CryptoLucho,user,36,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.99
2026-08-02 23:45:34,2026-08-02 19:45:34,BOB-todos,BOB,venta,11.74,11.74,11.728,11.72,0,,20,354126.52,100,70000,Garyaa,user,32,0.821,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.28
2026-08-03 12:43:51,2026-08-03 08:43:51,USD-Zinli,USD,compra,1.029,1.029,1.0294,1.0305,0,,20,6972.78,100,4000,scryptopty,user,215,0.956,ACHXpressPanama|MercantilBankPanama|Mony|Towerbank|WallyTech|Zinli,1,1.09
2026-08-03 12:43:51,2026-08-03 08:43:51,USD-Zinli,USD,venta,1.022,1.022,1.0212,1.0205,0,,20,5327.77,10,200,cambiosya_,user,31,0.969,Zinli,1,0.975
2026-08-03 12:43:51,2026-08-03 08:43:51,BOB-todos,BOB,compra,11.74,11.74,11.744,11.75,0,,20,228502.83,3000,200000,SAMURAY-JR10,merchant,3689,0.997,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,1,11.95
2026-08-03 12:43:51,2026-08-03 08:43:51,BOB-todos,BOB,venta,11.7,11.7,11.688,11.68,0,,20,433840.46,600,1180,Comerciantp2p,user,23,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,1,11.25
2026-08-03 19:09:46,2026-08-03 15:09:46,USD-Zinli,USD,compra,1.022,1.022,1.0224,1.023,0,,20,30297.83,10,62,Arthemisss_,user,24,0.96,ACHXpressPanama|Towerbank|WallyTech|Zinli,1,1.09
2026-08-03 19:09:46,2026-08-03 15:09:46,USD-Zinli,USD,venta,1.019,1.019,1.0176,1.017,0,,20,10591.67,19,247,betocambios1103,user,83,0.903,Zinli,1,0.968
2026-08-03 19:09:46,2026-08-03 15:09:46,BOB-todos,BOB,compra,11.86,11.86,11.878,11.89,0,,20,120305.64,55,500,Joota_p2p,user,255,0.956,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.99
2026-08-03 19:09:46,2026-08-03 15:09:46,BOB-todos,BOB,venta,11.87,11.87,11.864,11.86,0,,20,642805.58,9000,207585,MarvelVM,merchant,5915,0.991,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,1,11.38
2026-08-03 22:44:35,2026-08-03 18:44:35,USD-Zinli,USD,compra,1.023,1.023,1.024,1.0275,0,,20,14483.87,80,700,FranV7,user,427,0.998,ACHXpressPanama|AirTM|MercantilBankPanama|Mony|Towerbank|WallyTech|Zinli,1,1.09
2026-08-03 22:44:35,2026-08-03 18:44:35,USD-Zinli,USD,venta,1.022,1.022,1.0204,1.0195,0,,20,7013.12,50,1000,Pedro,user,130,0.963,Zinli,1,0.962
2026-08-03 22:44:35,2026-08-03 18:44:35,BOB-todos,BOB,compra,11.9,11.9,11.904,11.91,0,,20,66297.89,200,4334,MarthaCL,user,42,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,12.3
2026-08-03 22:44:35,2026-08-03 18:44:35,BOB-todos,BOB,venta,11.87,11.87,11.864,11.855,0,,20,394946.5,4000,30000,MenaCryto24,user,529,0.947,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.39
2026-08-04 09:47:05,2026-08-04 05:47:05,USD-Zinli,USD,compra,1.028,1.028,1.0296,1.031,0,,20,39553.32,30,300,RobertLuis,user,364,0.979,BanescoPanama|MercantilBankPanama|Mony|PuntoPagoPanama|WallyTech|Zinli,0,
2026-08-04 09:47:05,2026-08-04 05:47:05,USD-Zinli,USD,venta,1.017,1.017,1.0156,1.015,0,,20,12366.28,998,999,COMERCIAYUNJIVEN,user,134,0.931,MercantilBankPanama|Mony|Zinli,0,
2026-08-04 09:47:05,2026-08-04 05:47:05,BOB-todos,BOB,compra,11.79,11.79,11.8,11.815,0,,20,130967.7,55,138390,BOBSONY1,user,53,0.982,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,0,
2026-08-04 09:47:05,2026-08-04 05:47:05,BOB-todos,BOB,venta,11.76,11.76,11.742,11.72,0,,20,408707.32,10000,207585,CRIPTO_RACXEL,merchant,2618,0.985,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,0,
2026-08-04 17:10:42,2026-08-04 13:10:42,USD-Zinli,USD,compra,1.023,1.023,1.0242,1.025,0,,20,61338.75,150,1500,Cycinvesment,user,108,0.982,ACHXpressPanama|BancoGeneralPanama|BancoLafiseNicaragua|BancoLafisePanama|BanescoPanama|MercantilBankPanama|Mony|Towerbank|YappyPanama|Zinli,1,1.09
2026-08-04 17:10:42,2026-08-04 13:10:42,USD-Zinli,USD,venta,1.017,1.017,1.0164,1.016,0,,20,6492.88,10,100,Sticckman,user,853,0.997,MercantilBankPanama|Zinli,1,0.969
2026-08-04 17:10:42,2026-08-04 13:10:42,BOB-todos,BOB,compra,11.77,11.77,11.776,11.78,0,,20,38484.48,100,6000,Qnoxx,user,62,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,1,11.99
2026-08-04 17:10:42,2026-08-04 13:10:42,BOB-todos,BOB,venta,11.76,11.76,11.76,11.76,0,,20,631837.13,5000,207585,Jhordex,merchant,1267,0.992,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.37
2026-08-04 21:57:58,2026-08-04 17:57:58,USD-Zinli,USD,compra,1.021,1.021,1.0218,1.022,0,,20,54558.69,550,609,POTUSTORONNY,merchant,3587,0.978,ACHXpressPanama|Towerbank|Zinli,0,
2026-08-04 21:57:58,2026-08-04 17:57:58,USD-Zinli,USD,venta,1.017,1.017,1.0162,1.015,0,,20,10614.94,20,1000,Crisdei,user,46,1.0,ACHXpressPanama|MercantilBankPanama|Mony|Zinli,1,0.954
2026-08-04 21:57:58,2026-08-04 17:57:58,BOB-todos,BOB,compra,11.77,11.77,11.77,11.775,0,,20,159104.81,3650,3700,LuisH_69,user,89,0.989,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,1,11.98
2026-08-04 21:57:58,2026-08-04 17:57:58,BOB-todos,BOB,venta,11.75,11.75,11.742,11.74,0,,20,705267.7,55,100,C_J1999,user,9,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,1,11.36
2026-08-05 08:05:56,2026-08-05 04:05:56,USD-Zinli,USD,compra,1.036,1.036,1.0368,1.0375,0,,20,14611.62,150,490,SVEDRA,merchant,1063,0.998,ACHXpressPanama|BancoGeneralPanama|BancoLafiseNicaragua|BanescoPanama|MercantilBankPanama|Mony|PuntoPagoPanama|Zinli,0,
2026-08-05 08:05:56,2026-08-05 04:05:56,USD-Zinli,USD,venta,1.026,1.026,1.0238,1.0215,0,,20,10587.19,100,240,ljmg1910,user,128,0.915,Zinli,0,
2026-08-05 08:05:56,2026-08-05 04:05:56,BOB-todos,BOB,compra,11.67,11.67,11.684,11.69,0,,20,211926.09,4300,4330,Express-bolivia,user,28,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,0,
2026-08-05 08:05:56,2026-08-05 04:05:56,BOB-todos,BOB,venta,11.63,11.63,11.61,11.6,0,,20,333501.88,1000,10000,Boost_Xchange,user,3,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,0,
2026-08-05 16:07:29,2026-08-05 12:07:29,USD-Zinli,USD,compra,1.027,1.027,1.0282,1.029,0,,20,41922.42,23,1500,Aferreira,user,185,0.995,WallyTech|Zinli,1,1.09
2026-08-05 16:07:29,2026-08-05 12:07:29,USD-Zinli,USD,venta,1.021,1.021,1.0202,1.02,0,,20,6831.52,20,120,MadeSumoza,user,18,0.9,Zinli,1,0.963
2026-08-05 16:07:29,2026-08-05 12:07:29,BOB-todos,BOB,compra,11.63,11.63,11.634,11.64,0,,20,48629.02,1000,20000,Alexmk86,user,37,1.0,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion,1,11.94
2026-08-05 16:07:29,2026-08-05 12:07:29,BOB-todos,BOB,venta,11.66,11.66,11.622,11.61,0,,20,559426.27,5000,58300,User-9f382,user,19,0.827,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,1,11.22
2026-08-05 20:46:02,2026-08-05 16:46:02,USD-Zinli,USD,compra,1.025,1.025,1.0258,1.0275,0,,20,106744.61,62,63,Talo_Stayes,user,98,0.961,MercantilBankPanama|Mony|Towerbank|WallyTech|Zinli,1,1.09
2026-08-05 20:46:02,2026-08-05 16:46:02,USD-Zinli,USD,venta,1.019,1.019,1.0188,1.018,0,,20,7742.37,10,369,User-a4440,user,500,0.966,Zinli,1,0.961
2026-08-05 20:46:02,2026-08-05 16:46:02,BOB-todos,BOB,compra,11.61,11.61,11.61,11.61,0,,20,156758.55,100000,138000,Davicinho007,user,81,0.942,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos,1,11.9
2026-08-05 20:46:02,2026-08-05 16:46:02,BOB-todos,BOB,venta,11.6,11.6,11.586,11.575,0,,20,672329.38,55,100,C_J1999,user,31,0.969,BANK|BancoDeBolivia|BancoDeCredito|BancoEconomico|BancoFIE|BancoGanadero|BancoSantaCruz|BancoSolidario|BancoUnion|SoliPagos|TigoMoney,1,11.21
